,category,text
4561,FOOD#POSITIVE,"An order of the kid's chicken strips ($8.95) come 3 per order with a honey mustard sauce and ranch, along with carrot and celery sticks that my son avoided like the plague."
4562,FOOD#POSITIVE,The changing Gelato offerings were quite good.
4563,FOOD#POSITIVE,It's the BEST tomato bisque I've ever tasted.
4564,FOOD#POSITIVE,What a fun place to grab an awesome burger!
4565,FOOD#POSITIVE,"The combination of great service, fun environment, and great food that is unique leads me to say that's BurGR deserves 5 STARS!!!!"
4566,FOOD#POSITIVE,"I have been to this buffet tons of times when I would visit vegas, and even when I lived there for a little while, great selection, and everything actually tastes good."
4567,FOOD#POSITIVE,"The two things that stood out in my mind were the Asian station, which was celebrating Chinese New Year, and the dessert station."
4568,FOOD#POSITIVE,"the good:
- really cute presentation: i did love how MOST things are portioned out into really cute containers."
4569,FOOD#POSITIVE,Most of the selections at the Bellagio Buffet are unique.
4570,FOOD#POSITIVE,"YAASSSSS, and the food is phenomenal."
4571,FOOD#POSITIVE,"Good spread, great service (our coffee was refilled multiple times without request) and pretty good selection."
4572,FOOD#POSITIVE,"The bun was soft (like fast food), the patty was soft, avocado was soft, and the additional dressings were soft, I think you see the trend here....

For a place that is supposed to be all about the burger that is what I enjoyed the least."
4573,FOOD#POSITIVE,Let me tell you the heat lamps or boiling water under the food that must not have been working.
4574,FOOD#POSITIVE,"haha 

The food is authentic and amazing."
4575,FOOD#POSITIVE,They have a HUGE selection of food choices and they taste good !
4576,FOOD#POSITIVE,"Awesome place, portions were huge (which is their selling point) and awesome service."
4577,FOOD#POSITIVE,"The buffet also has sushi, seafood, salad, and all kinds of other food that I either don't eat or didn't have room for."
4578,FOOD#POSITIVE,"And given that this is Vegas, the portions are pretty good for the $."
4579,FOOD#POSITIVE,Great selection of dinner food and desserts.
4580,FOOD#POSITIVE,"They have a wide variety of food, and the presentation of it is all great."
4581,FOOD#POSITIVE,Food selection @ Bacchanal was very vast.
4582,FOOD#POSITIVE,I'm such a fan and it's the simple foods that show how they get it right.
4583,FOOD#POSITIVE,Why waste room in your stomach though when there's ALL that food?!
4584,FOOD#POSITIVE,"Great food, service, and best people watching!"
4585,FOOD#POSITIVE,I had never been to a buffet this big in my life.
4586,FOOD#POSITIVE,"We re-ordered it the second day, and subsequently purchased the elegant carafe off Amazon."
4587,FOOD#POSITIVE,The food was really good!
4588,FOOD#POSITIVE,All the dishes were great.
4589,FOOD#POSITIVE,"Basically, the food looks great but tastes underwhelming and disappointing for its price - any other $50 buffet would be better (i.e."
4590,FOOD#POSITIVE,"The restaurant decor was really pretty, and the dishes that were already in individual servings (served in cute mini pots and pans!)"
4591,FOOD#POSITIVE,Love the sandwiches at The Earl!
4592,FOOD#POSITIVE,"The breakfast was pretty standard, lots of American options: waffles, omelets, oatmeal, fruit, etc."
4593,FOOD#POSITIVE,"If anything, I think it was the burger meat - all the add ons and condiments saved this burger."
4594,FOOD#POSITIVE,"Good food, good service and a lot of fun."
4595,FOOD#POSITIVE,There was a very large selection and some things were good but nothing stood out as being stellar.
4596,FOOD#POSITIVE,"Also - I'm not a crab leg person as I'm allergic, but the giant snow crab (or alaskan king crab legs) were very popular - I even saw one tiny lady pack a plate high with at least 25."
4597,FOOD#POSITIVE,But I actually tried 4 plates worth of food.
4598,FOOD#POSITIVE,"For instance, they have sushi, carving station, seafood (no crab legs for brunch), omelette station, and many more."
4599,FOOD#POSITIVE,The toasted bread and taste of the sandwich make for a good meal.
4600,FOOD#POSITIVE,The selections are quite creative as well in contrast to most standard run-of-the-mill buffets.
4601,FOOD#POSITIVE,They've got all kinds of food and the best part about it is the quality of the food.
4602,FOOD#POSITIVE,Most items are made in small batches to maintain quality and freshness.
4603,FOOD#POSITIVE,Large selection of food from all types of cuisines... endless dessert bar as well!
4604,FOOD#POSITIVE,Hardest decision was knowing what to order from their 10 page menu.
4605,FOOD#POSITIVE,"Their seafood crepe, chic liver pate and sandwiches are good too, along with their real potato fries!"
4606,FOOD#POSITIVE,Huge variety of food..worth the price....there is everything you can imagine!
4607,FOOD#POSITIVE,My favorite is the presentation and the cleanliness.
4608,FOOD#POSITIVE,Great food and decent service.
4609,FOOD#POSITIVE,Probably all the sandwiches are good here.
4610,FOOD#POSITIVE,If your in Vegas and you like burgers go here even if you don't like burgers go =)
4611,FOOD#POSITIVE,Disappointed in the selection of the food (very little for a buffet) but everything tasted great!
4612,FOOD#POSITIVE,Dessert were the best part.
4613,FOOD#POSITIVE,"It's great how they thought of controlling the portions, because we all know how so many people waste tons of food at buffets."
4614,FOOD#POSITIVE,"This place has a strangely mid-western gourmet take on breakfast, portions are huge and quality is right up there with the diners from Indiana to Topeka."
4615,FOOD#POSITIVE,"This was not my issue at all, it was the food."
4616,FOOD#POSITIVE,"Some personal favorites of mine include the onion soup, filet mignon merlot, and the profiteroles!!"
4617,FOOD#POSITIVE,"Pretty decor, and wide selection of foods but food quality and taste is average.."
4618,FOOD#POSITIVE,I just told my bf about this place again yesterday because we are heading back to Vegas soon and I want that damn steak wine reduction meal in my belly again.
4619,FOOD#POSITIVE,"Pros: A monster selection of different types of foods ranging from BBQ, Italian, American, Asian, and more."
4620,FOOD#POSITIVE,The food was awesome and the portions were huge.
4621,FOOD#POSITIVE,"Quick service...cocktails were super fun, dessert chocolate mousse and profiteroles amazing...steak succulent and done perfectly, appetizers were OHHHHH good, and the WARM BAGUETTES OF BREAD delivered to your table 3 at a time?????"
4622,FOOD#POSITIVE,The bread is divine; I seriously would take boatloads and smuggle it home w me.
4623,FOOD#POSITIVE,There was still plenty of variety in foods.
4624,FOOD#POSITIVE,"It had all the usual excess of any Vegas buffet, but everything was amped up to a whole new level of quality."
4625,FOOD#POSITIVE,Great service and amazing food make the 1 hr wait so worth it.
4626,FOOD#POSITIVE,I also love the WAFFLE FRIES!
4627,FOOD#POSITIVE,Lots of there food actually do run low so it's a good sign - some buffets have food that sits there for a while but I didn't see that happening here.
4628,FOOD#POSITIVE,"The food comes in SUPER LARGE portions, so sharing could definitely be an option if you don't eat too much."
4629,FOOD#POSITIVE,Ok..this place has some crazy burger ideas.
4630,FOOD#POSITIVE,I'm not sure if you can find a bigger variety and line of food anywhere else in Vegas.
4631,FOOD#POSITIVE,"The best things were the roasted chicken, crab, tacos, and the mashed potatoes."
4632,FOOD#POSITIVE,This is a plentiful meal with unlimited food options and you can easily eat yourself into a food coma.
4633,FOOD#POSITIVE,"Loved the food, had the Farm BurGR."
4634,FOOD#POSITIVE,My friends must've gotten full off just that!
4635,FOOD#POSITIVE,At least we had a great selection of food instead of going to a prefixe dinner for more than that for New Year's Eve in Vegas.
4636,FOOD#POSITIVE,Great meal.
4637,FOOD#POSITIVE,"In Vegas, I know I'm gonna spend  and lose a lot of money because i'm a terrible gambler since slot machines are so hypnotizing and i'm the unluckiest person you would ever meet, so this sandwich helped me stay fed in Vegas - its very affordable, especially by Las Vegas standards."
4638,FOOD#POSITIVE,"As some other reviewers have mentioned, the location isn't the best, but the food definitely makes up for it."
4639,FOOD#POSITIVE,YOU have to make sure you get steam rice w\/ this(order separately)  or else you're not doing this dish justice.
4640,FOOD#POSITIVE,I enjoyed my night eating a wide array of food- but mostly munching on crackers and brie with the wine.
4641,FOOD#POSITIVE,"After dining here, my general comments are: yes, there is a ton of food choices around varying from Chinese, Italian, Meats, Seafood, Cheeses, Japanese and even dim sum items, but the quality of the food tasted average."
4642,FOOD#POSITIVE,"I thought it might be those frenchy restaurants where food looks pretty but they hardly serve you food; well, nooooo, food looks, pretty, tastes amazing and it's worth the price."
4643,FOOD#POSITIVE,There is even a Udon\/Ramen section where the chef will make whatever you like right on the spot and you can add the toppings on your own.
4644,FOOD#POSITIVE,"The restaurant features a fairly large menu selection, some are common and easy to find on other menus, but more importantly it has entrées and specials that are not available in most other Thai restaurants in the US."
4645,FOOD#POSITIVE,"Compared to the other top buffets, it might not beat Wynn in terms of taste or quality but I think the way they have it set up, especially with food prepped right in front of you, and the variety makes it the best buffet in Vegas."
4646,FOOD#POSITIVE,"This isn't to say that the number of offerings has diminished or the quality has gone down, although I will point out that the custom mac and cheese station now has far fewer choices and desserts seem to have more duplication across the space than before."
4647,FOOD#POSITIVE,I wouldn't mind ordering most of the dishes again.
4648,FOOD#POSITIVE,"There is also a huge health nut selection, including crazy fresh juice infusions."
4649,FOOD#POSITIVE,"There's no need to do a ton of research here, if you're an expert of this region of Thailand's cuisine,  you'll know what to try."
4650,FOOD#POSITIVE,There was definitely some changes to the buffet...the selections were somewhat different (what a nice surprise!).
4651,FOOD#POSITIVE,"While most were too sweet for myself, they were still yummy and I would go for them again."
4652,FOOD#POSITIVE,Entrees are varied with non beef dishes nicely done as well.
4653,FOOD#POSITIVE,I wish I could have tried everything but I was on the verge of a food coma.
4654,FOOD#POSITIVE,I got black sesame flavor and I prayed that I had a separate stomach just so I could have more.
4655,FOOD#POSITIVE,"Even with the plethora of options for a quality burger in Vegas, Gordon Ramsey BurGR proves itself as a top choice for me."
4656,FOOD#POSITIVE,The dessert area is also impressive with lots of high quality choices.
4657,FOOD#POSITIVE,"Amazing food at this place, and a huge wine selection."
4658,FOOD#POSITIVE,One dish was actually big enough for the two of us and I will definitely be back!
4659,FOOD#POSITIVE,Great food and a ton of it.
4660,FOOD#POSITIVE,Presentations are nice and simple..contemporary but the food was just ok.
4661,FOOD#POSITIVE,Quite a wide selection of good food.
4662,FOOD#POSITIVE,All food portions were HUGE but the Benedict was crazy large and packed with flavor on every bite.
4663,FOOD#POSITIVE,Dessert selection was impressive and delicious
4664,FOOD#POSITIVE,"The food selection was plentiful, if you can't find something to eat given all the choices there's something wrong with you."
4665,FOOD#POSITIVE,"Still happy with food, so many choices as usual, but not much taste, Bellagio buffet still has best flavors overall."
4666,FOOD#POSITIVE,A significant amount of the food items offered were on the salty side.
4667,FOOD#POSITIVE,The food was perfectly seasoned and everything was quite fresh.
4668,FOOD#POSITIVE,Love this restaurant for not only the excellent food but also the view from their patio.
4669,FOOD#POSITIVE,"There are tons of delicious choices and selections here, and I love the variety of food."
4670,FOOD#POSITIVE,"Just call, take the late night reservation time, and enjoy the food."
4671,FOOD#POSITIVE,My favorite part of the meal was the truffle fries.
4672,FOOD#POSITIVE,The carving station was particularly impressive.
4673,FOOD#POSITIVE,"Its bad, I know, I have to order 3 sandwiches everytime!"
4674,FOOD#POSITIVE,"You should try their burger, the best in Vegas, they got more and more types of burgers  , and the service was really good especially the manager Zac."
4675,FOOD#POSITIVE,"My sister ordered the steel cut oatmeal with fruit, and as beautiful as it looked, it was poorly executed."
4676,FOOD#POSITIVE,"Food-wise, Wicket Spoon has the typical potpourri of carvery meats, seafood options, asian-themed foods (i really can't recommend asian foods @ non-asian restaurants, it never tastes ""right""), and then of course a sumptuous dessert bar."
4677,FOOD#POSITIVE,Too many good choices on Vegas to come here!
4678,FOOD#POSITIVE,"The fries were great, but give a thought to the dipping sauces as some of the combinations get a little funky."
4679,FOOD#POSITIVE,I love this sandwich and it is definitely my go-to.
4680,FOOD#POSITIVE,I've tried a few of the burgers and my favorite by far is the Euro burger.
4681,FOOD#POSITIVE,"The portion of the food is ridiculously big, but in a good way!!"
4682,FOOD#POSITIVE,"Not only does the food look good, much of it tastes good."
4683,FOOD#POSITIVE,The Fresh smoked bacon was something.
4684,FOOD#POSITIVE,Everything you'd want in a homemade corned beef hash.
4685,FOOD#POSITIVE,The garlic prawns alone are worth the trip off the strip!
4686,FOOD#POSITIVE,"Some fantastically original offerings...some standard Ponderosa\/OCB offerings...mainly mouthwatering, and more less worth the $53 check and 45 minute wait."
4687,FOOD#POSITIVE,"It's around $65 for weekend dinner buffet (that price included tax and 18% gratuity for my 8+ party), but they have such a vast variety of the food and wonderful presentation for each of the dishes that the price doesn't stop me from wanting to go back even as I'm writing this review."
4688,FOOD#POSITIVE,The food here is very good and the portion size borders on the ridiculous as plates are extra large to accommodate the amount of food served.
4689,FOOD#POSITIVE,I am a huge fan of the dessert section here and would argue that it was the best among all the buffets I visited on this particular trip (compared to the Caesars and Wynn buffets).
4690,FOOD#POSITIVE,Its an expansive buffet with tons of options.
4691,FOOD#POSITIVE,Really good but the portions are ridiculously huge.
4692,FOOD#POSITIVE,"- Lobster chowder
- Lamb chop: At first I didn't see it at the carving station, because it was put behind the sausages, but once I found it, it quickly became my favorite meat!"
4693,FOOD#POSITIVE,"I had the Sage Chicken Benny, or thought I did... the first time they brought it out without the chicken... presentation was nice and flavors were great."
4694,FOOD#POSITIVE,I would classify it as a must stop place just to try that one drink.
4695,FOOD#POSITIVE,I could definitely finish one all by myself since it's so darn delicious!
4696,FOOD#POSITIVE,"I really like how some of the food, such as the pasta were already placed in cute little dishes for you to grab."
4697,FOOD#POSITIVE,"As for the food, I get that they have a great selection but I don't think it's any better than most other Vegas buffets."
4698,FOOD#POSITIVE,"They have wide variety of dishes, all priced at $49.99."
4699,FOOD#POSITIVE,"Overall, fantastique food in decent portions & good prices, visually stunning and beautiful french vibe."
4700,FOOD#POSITIVE,"I'll admit - this is my first Vegas buffet, but damn, everything I put into my mouth was amazing."
4701,FOOD#POSITIVE,Its awesome that you can order food from a deli in a Vegas hotel and the sandwiches start from $5.99... Their sandwiches are yummmy too!!
4702,FOOD#POSITIVE,"Example, small pieces of golden friend chicken served in a little metal basket not only controls the portion, it also saves me plenty of room to sample everything else I've been eyeing."
4703,FOOD#POSITIVE,The dessert bar was in a separate room and it looked fantastic.
4704,FOOD#POSITIVE,"The food is pretty good here, I think it's something I would go to once but don't think I'd go back again just because there are a ton of other good buffets in vegas too!"
4705,FOOD#POSITIVE,The customer service is also great and the selection of food is awesome.
4706,FOOD#POSITIVE,"After getting what I wanted which all ended up on 3 separate plates, it was just hard to figure out where to start!"
4707,FOOD#POSITIVE,The salmon was delicious and the toast was constantly replaced so nice and crunchy on the outside\/soft on the inside.
4708,FOOD#POSITIVE,"The crepe batter they use yields a nice thin, slightly chewy crepe."
4709,FOOD#POSITIVE,Earl of Sandwich gets you in and out quick with great prices and excellent food.
4710,FOOD#POSITIVE,"We ordered a lot, even though we were very aware of large portions this place was famous for."
4711,FOOD#POSITIVE,Certain dishes in particular are far above what I would think possible for a buffet.
4712,FOOD#POSITIVE,"The selection is wide in terms of genre (seafood, American, Asian, Italian, Mexican, Dessert) but with the exception of the dessert table, the options available were all pretty basic."
4713,FOOD#POSITIVE,There were so many options to choose from.
4714,FOOD#POSITIVE,"I had the seafood crepe for about $16 and although it wasn't the best crepe I've ever had, the sauce and the fresh-tasting shrimps\/scallops were solid along with a cranberry juice (they had a full drink bar\/menu of a lot of items)."
4715,FOOD#POSITIVE,"The food was delish, service always came quickly with a joke or a smile, and the portions are unbelievably HUGE!!"
4716,FOOD#POSITIVE,It was so elegant inside & the food was amazing!
4717,FOOD#POSITIVE,"Place was ok, burgers were good it's in Vegas and has a famous chefs name involved so it was packed and there were lines."
4718,FOOD#POSITIVE,It's so good that me and my husband ordered 2 sandwiches to go for our trip back to LA.
4719,FOOD#POSITIVE,Not a lot of comments here other than to say this place has made huge portions and weird combinations a winner.
4720,FOOD#POSITIVE,I am in awe how others rated this restaurant and no near a 4 stars - perhaps it's the portion size that's worth the 4 stars.
4721,FOOD#POSITIVE,This is also the first place in town I have seen that has Diet Mountain Dew at the soda fountain.
4722,FOOD#POSITIVE,"There was no shortage of meat options either...crab legs, flank steak, beef a jus black truffle, blackened salmon, spicy chicken sausage, beef brisket, pork ribs...and of course sections of Asian and Mexican food, breads, cheeses, salads, and Italian food provided plenty of options."
4723,FOOD#POSITIVE,And I loved how the food was already pre-portioned.
4724,FOOD#POSITIVE,"They have green tea cookies, chocolate cookies, espresso tarts, mousses, cheese cakes, cupcakes, cake pops, everything!"
4725,FOOD#POSITIVE,Every bite was better and just melts in your mouth.
4726,FOOD#POSITIVE,"Outstanding ambiance, cocktails, view and service sums up my experience at Mon Ami Gabi."
4727,FOOD#POSITIVE,You'd have to have one ridiculous sweet tooth for this place.
4728,FOOD#POSITIVE,We started with a glass of wine at the bar - by the way they are a Wine Spectator Restaurant Award winner.
4729,FOOD#POSITIVE,"Overall, great food, but I wish the service wasn't so poor."
4730,FOOD#POSITIVE,"It probably still only cost them $2 a bottle, but mixed with their orange juice, which was pretty good and seemed house-made, made for an excellent mimosa."
4731,FOOD#POSITIVE,"The desserts were substantial in my opinion; a very comprehensive sorbet and gelato bar, along with the obligatory selection of pastries, etc."
4732,FOOD#POSITIVE,I thought the cold ones tasted better and were less salty than the heated ones.
4733,FOOD#POSITIVE,Definitely try to order items you don't normally see at other Thai restaurants.
4734,FOOD#POSITIVE,"The food was all good, but nothing special and I've paid less for better on the Strip."
4735,FOOD#POSITIVE,There's enough food to feed a whole country.
4736,FOOD#POSITIVE,Lots of good choices; the chefs are friendly.
4737,FOOD#POSITIVE,"Potatoes: I love mashed potatoes, and the Bellagio didn't disappoint."
4738,FOOD#POSITIVE,"The day we went, Friday\/Saturday dinner was at $50.99 (show your players card for a $1 discount per person)

Probably one of the better looking buffets on the strip."
4739,FOOD#POSITIVE,Props to the chefs for everything being so well done and beautifully.
4740,FOOD#POSITIVE,Our waiter took care of our table of 11 with ease and barely left any plates after 2 minutes of completion.
4741,FOOD#POSITIVE,I don't know about you but I only visit probably AT MOST once a month for about 2-3 months and stop for half a year and do it again.. so the food is always different.
4742,FOOD#POSITIVE,The variety of section is impressive.
4743,FOOD#POSITIVE,Five star is for the number of vegan friendly options in the buffet.
4744,FOOD#POSITIVE,Real subtle twists on already tasty Thai food favorites.
4745,FOOD#POSITIVE,The dessert presenation is pretty and elegant.
4746,FOOD#POSITIVE,"It was A LOT of food so if you order two plate for two people, you might not able to finish it."
4747,FOOD#POSITIVE,The Buffet at the Wynn is an excellent value and offers insane selection of food.
4748,FOOD#POSITIVE,"Crab Claws \/ Salmon \/ Mussels \/ Oysters Rockefeller \/ Sea Bass \/ Cobia \/

International creations \/ Many Vegan options \/ 

There was a line @ the made-to-order Crepe Station."
4749,FOOD#POSITIVE,"Ok, so the breakfast\/brunch on the weekends is amazing."
4750,FOOD#POSITIVE,We also got to sample some of their dinner items once it hit 3PM before taking off and their dinner selection has more seafood!
4751,FOOD#POSITIVE,It was a whirlwind night and I can't remember everything that happened but the food was delicious and the prices were reasonable.
4752,FOOD#POSITIVE,As for sandwiches this is as close to a five as I can give for a sandwich.
4753,FOOD#POSITIVE,10:15 or 10:30 is a good time to get breakfast pricing (and their bfast options are amazing!
4754,FOOD#POSITIVE,"They have tacos and many choices for Chinese food- char siu pork, bao and dumplings."
4755,FOOD#POSITIVE,"Great food, awesome wine list, high quality stems, friendly service and reasonable prices."
4756,FOOD#POSITIVE,Add a glass of merlot or cabernet and you have a blissful dinner listening to opera music from across the street.
4757,FOOD#POSITIVE,"However, even questionable service still doesn't compare to the impeccable food."
4758,FOOD#POSITIVE,"I agree with other reviewers, it's a hike to get here from the hotel entrance, and there's nothing in between, but once you get here it is pretty dang tasty."
4759,FOOD#POSITIVE,These tiny concoctions truly are a delight to the eye as well as the tummy.
4760,FOOD#POSITIVE,It was fun to share the Frozen Hot chocolate with my sweetie!
4761,FOOD#POSITIVE,"(The fountains start at 3 pm weekdays, noon Saturday and 11 am Sunday)

Despite the mixup with the fountains, our meal was fabulous."
4762,FOOD#POSITIVE,2-3 laps around the restaurant before stuffing your stomach with your uncontrollable appetite that you still have from all the delicious food.
4763,FOOD#POSITIVE,Decent sandwiches but somewhat small.
4764,FOOD#POSITIVE,Please save room for dessert as their gelato bar is as good as any other gelato bar that you have to normally pay-per-scoop!
4765,FOOD#POSITIVE,The food is good for the price and the portions are huge.
4766,FOOD#POSITIVE,Portions were so HUGE I felt myself getting fatter just watching to food go by.
4767,FOOD#POSITIVE,I did notice a cheese station that was a nice touch and their mashed potatoes drizzled with truffle oil were AMAZING (I still think about them to this day!).
4768,FOOD#POSITIVE,"Personally, I would rather go to Wicked Spoon for brunch since they have bloody marys and an awesome dessert section as well!"
4769,FOOD#POSITIVE,My bf and I shared the sage fried chicken and bacon waffles and we were both stuffed at the end of our meal.
4770,FOOD#POSITIVE,So many delicious options it was hard to choose..
4771,FOOD#POSITIVE,"They have an assortment of stations which include an Asian station with soups, dim sum, sushi rolls, etc; a pasta station, omelette station, breads, salads, cheese and meats; pancakes, waffles, and french toast station; carvery station with prime rib and other yummy meats they cut in front of you...did I mention I love their dessert station?"
4772,FOOD#POSITIVE,"The dessert selection, I will admit, is amazing."
4773,FOOD#POSITIVE,The presentation and plating is stellar.
4774,FOOD#POSITIVE,It's the the best outdoor style cafe experience in Vegas (http:\/\/www.yelp.com\/biz_photos\/4JNXUYY8wbaaDmk3BPzlWw?select=NTpchPgwPnFIER56x1dz1Q#NTpchPgwPnFIER56x1dz1Q).
4775,FOOD#POSITIVE,Worth a visit to say you've done a Vegas brunch and the selections are astounding!
4776,FOOD#POSITIVE,I'm not a dessert guy but it even tempts me to try stuff.
4777,FOOD#POSITIVE,Higher quality of food with so many choices.
4778,FOOD#POSITIVE,Lots of variety of food and everything I tried was very tasteful... but they didn't have too Many desserts..price is pretty decent...
4779,FOOD#POSITIVE,"The spread was quite impressive, with many different types of food, lots of vegetarian options and tons of desserts."
4780,FOOD#POSITIVE,Dessert bar was awesome... You can't go wrong with any selection.
4781,FOOD#POSITIVE,i highly recommend this sandwich restaurant if you are looking for a good cheap meal any time of the day.
4782,FOOD#POSITIVE,They have so many different types of sandwiches and this place is always packed with young beautiful people in Vegas.
4783,FOOD#POSITIVE,It now seems like it will pack much more of a punch which was my original criticism of it.
4784,FOOD#POSITIVE,"I was mighty full by the time I hit the dessert bar so, while I was quite impressed with the presentations, I statyed away fro most of ht pretty looking unknown treats."
4785,FOOD#POSITIVE,"The reason it's better is simple, portion controlled dishes so that you get the dish exactly the way the chefs want you to."
4786,FOOD#POSITIVE,"Cookies, cake, brownies, risotto, brisket, truffle potatoes, soup, paella, and charcuterie."
4787,FOOD#POSITIVE,Definitely a nice buffet to try a variety of items and get some nice presentation and eye candy from it that you miss out on when you go to a buffet as to a fine dining restaurant in Vegas.
4788,FOOD#POSITIVE,"Anywho, overall, the burgers were good, just not as good as I would've expected from GR."
4789,FOOD#POSITIVE,"Some favorite items - prime rib, mushroom & steak pot, roast beef panini, korean short rib, truffle potatoes."
4790,FOOD#POSITIVE,the sampling of items allows to try many of the delicious items without overeating.
4791,FOOD#POSITIVE,Selection:  4.
4792,FOOD#POSITIVE,"The sheer selection of burger cheeses, toppings, and beers that I had no clue what it was was startling."
4793,FOOD#POSITIVE,Lots of dessert options too!
4794,FOOD#POSITIVE,"I'll be coming back very soon :D

P.S., the bread pudding is very heavy......so try sharing it with at least 3 people."
4795,FOOD#POSITIVE,But if you want to challenge your friend to something they could never finish (like we did for a laugh)  the chicken and waffles are soooooooooooo big.
4796,FOOD#POSITIVE,Good customer service and decent enough sandwiches to help fight your hunger.
4797,FOOD#POSITIVE,Really good and a huge variety of food.
4798,FOOD#POSITIVE,"The presentation was beautiful with many of the dishes coming in their own little bowls, plates or silver pans."
4799,FOOD#POSITIVE,Their selection of juices were pretty good.
4800,FOOD#POSITIVE,I have to say that the dessert display is very impressive.
4801,FOOD#POSITIVE,"The spread is impressive, and most of the dishes were executed well and solid, but it didn't quite have the wow factor."
4802,FOOD#POSITIVE,"I'm a foodie
Love food
This was fun and yummy
Wished I had an empty vat as a stomach so I could have tried everything!"
4803,FOOD#POSITIVE,the drunken noodles were just right too in terms of combination of spices and flavors.
4804,FOOD#POSITIVE,How about authentic Chinese food?
4805,FOOD#POSITIVE,"Sure, they admit that the place is a hidden away in a shopping plaza and doesn't look like much but that the food is phenomenal for the price."
4806,FOOD#POSITIVE,"Yes, prices border on the outrageous, but the restaurant is on prime real estate and again, the place has no sense of portion control."
4807,FOOD#POSITIVE,The variety of the food was vast (though I have to admit I did not try many of the Asian dishes as it was all at the far end of the buffet and I had already had enough on my plate(s) by the time I made it to that side.
4808,FOOD#POSITIVE,loved the Dessert section!
4809,FOOD#POSITIVE,The cold cut and cheese section was varied and quite good.
4810,FOOD#POSITIVE,The dessert section was the best out of all the buffets I've been to.
4811,FOOD#POSITIVE,I will also say I appreciated the presentation and plating - very well done.
4812,FOOD#POSITIVE,"Vegas is expensive, but this place serves up fantastic food at realistic prices."
4813,FOOD#POSITIVE,"Presentation of their items is great, which could be contributing to the hype."
4814,FOOD#POSITIVE,"The plating and presentation is amazing, but it's lacking taste."
4815,FOOD#POSITIVE,So many different beautifully layed out options that it's virtually impossible to choose from...a feast for the sugar addict for sure!
4816,FOOD#POSITIVE,"My favorite, of course, was the dessert station which included a variety of homemade ice cream flavors and toppings."
4817,FOOD#POSITIVE,The had a variety of things from raw seafood to grilled meats to chinese food.
4818,FOOD#POSITIVE,But the food is unbeatable.
4819,FOOD#POSITIVE,"great variety, watchout for warm plates at desert bar ( chilled plate best ) mac n cheese bar made to order = worth the wait."
4820,FOOD#POSITIVE,"The dessert was just amazing love everything that alone will come back for :) 

Love the setting and ambience not your average buffet."
4821,FOOD#POSITIVE,"Amenities are new, there's a lot of space, the buffet selections are plentiful and the service is good."
4822,FOOD#POSITIVE,"While the presentation of the food (in the small little pans and pots) is impressive, the quality of the food is just OK."
4823,FOOD#POSITIVE,"I'm not a huge sweets gal so that's why, but it does look lovely!"
4824,FOOD#POSITIVE,My husband for the nutella waffles and thought they were good but not excellent.
4825,FOOD#POSITIVE,"haha 

You could also never go wrong with CHICKEN SA-TAY in the appetizer section, but if you haaad to choose definitely go with the STUFFED CHICKEN WINGS!"
4826,FOOD#POSITIVE,"It was a spectacular meal and lives up to the ""best Thai in the country"" reputation."
4827,FOOD#POSITIVE,The desserts are amazing too!
4828,FOOD#POSITIVE,"I tried the Andy's sage fried chicken benedicts, delicious and huge portion."
4829,FOOD#POSITIVE,"Portions are out of control, but you're in Vegas, go big or go home."
4830,FOOD#POSITIVE,"Carving station was awesome- BBQ chicken, ribs, brisket, prime rib, lamb chops."
4831,FOOD#POSITIVE,"I mean yes quality it was good but diversity also, not so much."
4832,FOOD#POSITIVE,"This is my favorite place for breakfast in Vegas, sit outside with views across to Bellagio, great croissants (ask for conserve, jam) and eggs Benedict, ask for salmon and avocado and they will do it for you as a Benedict."
4833,FOOD#POSITIVE,I have been here over a year ago and I thought the food was delicious and presentation was nice.
4834,FOOD#POSITIVE,"Although we were in waiting line for about 1 hour because of holiday, diversity of food was good."
4835,FOOD#POSITIVE,"Presentation gets high marks, but quality - which is so much more important - negates those high marks."
4836,FOOD#POSITIVE,"I ordered an old fashioned for myself which was nice and a lemon drop for the wife(not sure of quality but she pounded it sooo....)

Then we had the endive, rouqefort salad which had a nice balance of walnuts, cheese and spinach($13)."
4837,FOOD#POSITIVE,"The food was ah-mazing, the decor was beautiful, the menu was unique, the service was exceptional."
4838,FOOD#POSITIVE,"Here, the potatoes are pre-portioned into precious little stainless steel mini-saucepans."
4839,FOOD#POSITIVE,"I've eaten a lot of Thai foods in Asia and in the U.S, this is not the best but one of the better Thai places to eat... Tonight was my first time and I know I will be back again.... excellent food and excellent service."
4840,FOOD#POSITIVE,"This place has some truly outrageous food, some to outrageous."
4841,FOOD#POSITIVE,"I always end up getting the vanilla ice cream topped with nuts and caramel and fudge sauce...mmmmmmhmmmmm

There were a lot more dishes that I didn't name here that were available, the full menu should be available on the Bellagio website."
4842,FOOD#POSITIVE,"While the food we tried across the different palattes was good, it wasn't mind blowing."
4843,FOOD#POSITIVE,There is a good variety.
4844,FOOD#POSITIVE,We got in line around 10:30 and was able to get the last of the breakfast items before the lunch roll over happened.
4845,FOOD#POSITIVE,Me and my girlfriend went and filled our table with endless plates with all different types of foods.
4846,FOOD#POSITIVE,"Always stellar service, food, and atmosphere."
